review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
"boleh jadi bagi pengguna bahasa indonesia, desa penglipuran dimaknai sebagai desa penghiburan. ternyata salah, meskipun benar berkunjung ke desa ini bisa menjadi penghibur hati namun arti sebenarnya dari penglipuran adalah pengingat leluhur. memang penghormatan kepada leluhurlah yang menjadikan desa ini bertahan dengan nuansa budaya tradisi yang kental dan mampu melestarikan sejarah yang tertoreh. lokasinya yang berada di dataran tinggi yang bercuaca sejuk menjadikannya semakin asri, nyaman, sejuk, menarik dan mempesona. pasalnya karena udara yang sejuk dan pemandangan yang indah alami itulah kita tidak gampang merasa lelah untuk menelusuri jejak sejarah leluhur mereka, mengamati budaya tradisi yang ada, menikmati kehangatan keakraban warganya yang ramah dari tiap-tiap sudut rumah. desa ini benar-benar mampu menjadi desa wisata yang mempesona berkat kedisiplinan warganya dalam menjaga kebersihan, mempertahankan tradisi, serta kreatif berinovasi memenuhi kebutuhan para wisatawan yang berkunjung ke sana.","boleh jadi bagi pengguna bahasa indonesia , desa penglipuran dimaknai sebagai desa penghiburan . ternyata salah , meskipun benar berkunjung ke desa ini bisa menjadi penghibur hati namun arti sebenarnya dari penglipuran adalah pengingat leluhur . memang penghormatan kepada leluhurlah yang menjadikan desa ini bertahan dengan nuansa budaya tradisi yang kental dan mampu melestarikan sejarah yang tertoreh . lokasinya yang berada di dataran tinggi yang bercuaca sejuk menjadikannya semakin asri , nyaman , sejuk , menarik dan mempesona . pasalnya karena udara yang sejuk dan pemandangan yang indah alami itulah kita tidak gampang merasa lelah untuk menelusuri jejak sejarah leluhur mereka , mengamati budaya tradisi yang ada , menikmati kehangatan keakraban warganya yang ramah dari tiap - tiap sudut rumah . desa ini benar - benar mampu menjadi desa wisata yang mempesona berkat kedisiplinan warganya dalam menjaga kebersihan , mempertahankan tradisi , serta kreatif berinovasi memenuhi kebutuhan para wisatawan yang berkunjung ke sana .",1,Positif,auto,0.9957785606384277,penglipuran,Pemandangan & Alam|Kebersihan|Pelayanan|Kuliner|Suasana|Akses & Lokasi|Budaya & Tradisi
sejuk ramah bersih…. masih tetap lestari,sejuk ramah bersih . masih tetap lestari,1,Positif,auto,0.9967392086982727,penglipuran,Kebersihan|Pelayanan|Suasana|Budaya & Tradisi
tetep jaga dan lestarikan adat dan budayamu is the best,tetep jaga dan lestarikan adat dan budayamu is the best,1,Positif,auto,0.9936176538467407,penglipuran,Budaya & Tradisi
"walaupun perjalanan kesini jauh tapi seruuu dan asik bgt. . ibu² pemilik rumahnya baik² dan ramah bgt. . sewa baju bali sama suami dikasih harga 50k, trs dikasih korting dureng musang king harga 50k, minuman cem²an asli sana 5k. . total hbs 105k aja, itupun didiskonin durian sebuah lagi. . sehat2 bu, semoga laris dagangannya, kopinya juga enak bu","walaupun perjalanan kesini jauh tapi seru dan asyik banget . ibu pemilik rumahnya baik dan ramah banget . sewa baju bali sama suami dikasih harga 50k , trs dikasih korting dureng musang king harga 50k , minuman ceman asli sana 5k . total hbs 105k aja , itupun didiskonin durian sebuah lagi . sehat2 bu , semoga laris dagangannya , kopinya juga enak bu",1,Positif,auto,0.9983415603637695,penglipuran,Pelayanan|Harga & Tiket|Kuliner|Akses & Lokasi
"desa paling terbersih dan terapi di bali, berada di kabupaten bangli dan juga berjarak beberapa kilometer dari wisata gunung batur","desa paling terbersih dan terapi di bali , berada di kabupaten bangli dan juga berjarak beberapa kilometer dari wisata gunung batur",1,Positif,auto,0.9249107241630554,penglipuran,Pemandangan & Alam|Kebersihan|Akses & Lokasi
"suasannya asri damai banyak wisatawan pas liburan gini. kalau mau santai mending datang hari biasa dehhh. disetiap rumah ada jual baju2, kacang, tas , souvenir dll. biaa juga pinjam baju adat bali dan berfoto.","suasannya asri damai banyak wisatawan pas liburan gini . kalau mau santai mending datang hari biasa deh . disetiap rumah ada jual baju2 , kacang , tas , suvenir dl . bia juga pinjam baju adat bali dan berfoto .",1,Positif,auto,0.993202805519104,penglipuran,Suasana|Budaya & Tradisi
ramah dan bersahabat. .,ramah dan bersahabat .,1,Positif,auto,0.9951489567756653,penglipuran,Pelayanan
"desanya bersih banget, indah, penduduknya ramah, makanan minumannya enak semua","desanya bersih banget , indah , penduduknya ramah , makanan minumannya enak semua",1,Positif,auto,0.9980935454368591,penglipuran,Kebersihan|Pelayanan|Kuliner
waaah. . ini rekomendasi banget kalau liburan ke bali. . bener bener puas,waaah . ini rekomendasi banget kalau liburan ke bali . bener bener puas,1,Positif,auto,0.9979817867279053,penglipuran,Lainnya
"tempatnya bagus, pengunjungnya pas rame banget, bersih","tempatnya bagus , pengunjungnya pas ramai banget , bersih",1,Positif,auto,0.9980965256690979,penglipuran,Kebersihan
"datang kesini dihari natal, so pengunjung sangat ramai. tempat nya bagus dan recomended untuk dikunjungi saat kepulau dewata","datang kesini dihari natal , so pengunjung sangat ramai . tempatnya bagus dan sangat disarankan untuk dikunjungi saat kepulau dewata",1,Positif,auto,0.9979007244110107,penglipuran,Lainnya
"klo ke desa ini, wajib nginap di homestay no 059, sumpah bapak ibuknya baekkkkk bgtttt, ky rumah sendiri, , suasa malam d desa ini jg sabgat syahdu , pagii nya jg indahhhh bgtt, , ,","klo ke desa ini , wajib nginap di homestay no 059 , sumpah bapak ibuknya baek banget , ky rumah sendiri , suasa malam di desa ini juga sabgat syahdu , pagi nya juga indah banget ,",1,Positif,auto,0.9981801509857178,penglipuran,Pemandangan & Alam|Fasilitas
suasana nyaman dan ramah,suasana nyaman dan ramah,1,Positif,auto,0.9958914518356323,penglipuran,Pelayanan|Suasana
salah satu tempat yg sangat menarik dan bagus di daerah bangli,salah satu tempat yang sangat menarik dan bagus di daerah bangli,1,Positif,auto,0.997406542301178,penglipuran,Lainnya
tempatnya bersih. .,tempatnya bersih .,1,Positif,auto,0.9967426657676697,penglipuran,Kebersihan
"bersih adem tenang, & sejuk walaupun msh siang. salah satu wisata rekomen di bali utk ajak orgtua, krn tidak butuh jalan kaki yg terlalu jauh & menanjak.","bersih adem tenang , & sejuk walaupun msh siang . salah satu wisata rekomen di bali untuk ajak orgtua , karena tidak butuh jalan kaki yang terlalu jauh & menanjak .",1,Positif,auto,0.9981518387794495,penglipuran,Kebersihan|Suasana|Akses & Lokasi
"desa yg tertata sangat rapi dan orangnya yang cukup ramah banyak yang jualan makanan, minuman, pakaian, topi & suvernir2 lainnya utk spot2 fotonya tdk terlalu banyak apalagi pas ramai pengunjung pasti antri","desa yang tertata sangat rapi dan orangnya yang cukup ramah banyak yang jualan makanan , minuman , pakaian , topi & suvernir2 lainnya untuk spot fotonya tidak terlalu banyak apalagi pas ramai pengunjung pasti antri",1,Positif,auto,0.9972841739654541,penglipuran,Kebersihan|Pelayanan|Fasilitas|Kuliner
"datang kesini pas libur panjang, jadi ramai pengunjung dan dapat tempat parkir yg lumayan jaraknya. hrga tiket masuk wisata 25k, di setiap rumah warga menyediakan tempat sewa baju adat, mnjual oleh2 dan makanan minuman.","datang kesini pas libur panjang , jadi ramai pengunjung dan dapat tempat parkir yang lumayan jaraknya . harga tiket masuk wisata 25k , di setiap rumah warga menyediakan tempat sewa baju adat , mnjual oleh2 dan makanan minuman .",1,Positif,auto,0.9965596795082092,penglipuran,Pelayanan|Fasilitas|Harga & Tiket|Kuliner|Akses & Lokasi|Budaya & Tradisi
bagus dan sangat bersih,bagus dan sangat bersih,1,Positif,auto,0.9956307411193848,penglipuran,Kebersihan
tertata dengan rapi,tertata dengan rapi,1,Positif,auto,0.9927211403846741,penglipuran,Kebersihan
"destinasi wajib dikunjungi jika ke bali. . . saat rombongan kami datang semua mandali. . . warga setempat dan petugas ramah, baik, helpfull, komunikatif juga. . . sukses terus desa wisata panglipuran. . .","destinasi wajib dikunjungi jika ke bali . saat rombongan kami datang semua mandali . warga setempat dan petugas ramah , baik , helpful , komunikatif juga . sukses terus desa wisata panglipuran .",1,Positif,auto,0.9972368478775024,penglipuran,Pelayanan
desa yg bersih dan namak adem,desa yang bersih dan namak adem,1,Positif,auto,0.9950774312019348,penglipuran,Kebersihan|Suasana
"lokasi asri, bnyak spot foto, harga standar. yng kurang tempat parkir ny dan akses jalan ny sempit","lokasi asri , banyak spot foto , harga standar . yng kurang tempat parkir ny dan akses jalan ny sempit",1,Positif,auto,0.8826357126235962,penglipuran,Fasilitas|Harga & Tiket|Suasana|Akses & Lokasi
desa terindah yg pernah sy kunjungi,desa terindah yang pernah saya kunjungi,1,Positif,auto,0.98526531457901,penglipuran,Lainnya
menikmati suasana desa adat yang begitu kental dengan budaya bali. utamanya bangunan rumah yang berjajar rapi dan bersih sungguh mengesankan. sambutan masyarakat yang ramah serta lingkungan yang begitu asri dan bersih menjadi daya tarik tersendiri. cobalah untuk datang ke sini.,menikmati suasana desa adat yang begitu kental dengan budaya bali . utamanya bangunan rumah yang berjajar rapi dan bersih sungguh mengesankan . sambutan masyarakat yang ramah serta lingkungan yang begitu asri dan bersih menjadi daya tarik tersendiri . cobalah untuk datang ke sini .,1,Positif,auto,0.99798583984375,penglipuran,Pemandangan & Alam|Kebersihan|Pelayanan|Suasana|Budaya & Tradisi
"bersih sangat. warganya ramah² menyediakan berbagai oleh² makanan dan aksesoris seperti tas, gelang, kalung, dll. dan yang pasti bisa sewa baju adat bali untuk dipakai berfoto. kalau ndak salah satu stelnya 20rb apa 25rb gitu.","bersih sangat . warganya ramah - ramah menyediakan berbagai oleh makanan dan aksesoris seperti tas , gelang , kalung , dl . dan yang pasti bisa sewa baju adat bali untuk dipakai berfoto . kalau ndak salah satu stelnya 20rb apa 25rb gitu .",1,Positif,auto,0.9944658875465393,penglipuran,Kebersihan|Pelayanan|Kuliner|Akses & Lokasi|Budaya & Tradisi
desa ini mencerminkan kebersihan sangat bersih dan elok,desa ini mencerminkan kebersihan sangat bersih dan elok,1,Positif,auto,0.9960755705833435,penglipuran,Kebersihan
"desa yang terhitung sangat bersih diantara desa lain di bali. untuk kesana kemarin dengan rombongan terhitung ramai. apalagi kesana pas banget ketika banyak durian, duriannya sangat mantab pollll. rasa duriannya manis, legit, warnya dagingnya kuning. kemarin beli durian sebesar bola sepak dapat harga 60. 000. untuk harga segitu sangat murah lho, rasa juga mantab. disana jga bisa sewa baju adat bali, ada kamr mandi jga. bisa banget masuk² ke rumah warga untum berfoto ria.","desa yang terhitung sangat bersih diantara desa lain di bali . untuk ke sana kemarin dengan rombongan terhitung ramai . apalagi ke sana pas banget ketika banyak durian , duriannya sangat mantap pol . rasa duriannya manis , legit , warnya dagingnya kuning . kemarin beli durian sebesar bola sepak dapat harga 60 . 000 . untuk harga segitu sangat murah lho , rasa juga mantap . di sana jga bisa sewa baju adat bali , ada kamr mandi jga . bisa banget masuk ke rumah warga untum berfoto ria .",1,Positif,auto,0.9983870983123779,penglipuran,Kebersihan|Pelayanan|Harga & Tiket|Budaya & Tradisi
"baguus desanya rapi, durennya jg enak bgt pokonya bagus buat poto2 lebih ada effortnya lg klo sewa pakaian adatnya . . tq u balii","baguus desanya rapi , durennya juga enak banget pokonya bagus buat poto2 lebih ada effortnya lg klo sewa pakaian adatnya . tq u bali",1,Positif,auto,0.9974837303161621,penglipuran,Kebersihan|Budaya & Tradisi
"desa yang bersih, patut lah dapat penghargaan & bisa menjaga kelestarian masyarakat sekitar.","desa yang bersih , patut lah dapat penghargaan & bisa menjaga kelestarian masyarakat sekitar .",1,Positif,auto,0.9946820139884949,penglipuran,Kebersihan|Pelayanan|Harga & Tiket|Budaya & Tradisi
indah view pemandanganya,indah pemandangan pemandangannya,1,Positif,auto,0.9970818161964417,penglipuran,Pemandangan & Alam
pas k sini rame nya minta ampun krn pas libur menjelang natal n cuaca panas,pas k sini ramai nya minta ampun karena pas libur menjelang natal dan cuaca panas,1,Positif,auto,0.6498687863349915,penglipuran,Lainnya
"okeee bgt, bersih asli nya, sayang sekali tamu tamu yg berkunjung terkadang seenak nya buang sampah. . . kunjungan pagi hari ramaiiii, tiket masuk dewasa domestik 25k","oke banget , bersih asli nya , sayang sekali tamu tamu yang berkunjung terkadang seenak nya buang sampah . kunjungan pagi hari ramai , tiket masuk dewasa domestik 25k",1,Positif,auto,0.9956651329994202,penglipuran,Kebersihan|Harga & Tiket
"desa wisata yang sangat indah. bersih & tertata rapih. ada juga tempat makan di belakang desa yang berada di hutan bambu, suasananya sangat sejuk. kalau mau maksimal menikmati kebersihan desa tersebut berkunjung saat hari biasa (bukan liburan) bisa dijadikan pilihan. karena kalau saat musim liburan wisatawan akan membludak, jadi saat mengambil foto akan terlihat banyak sekali pengunjungnya.","desa wisata yang sangat indah . bersih & tertata rapi . ada juga tempat makan di belakang desa yang berada di hutan bambu , suasananya sangat sejuk . kalau mau maksimal menikmati kebersihan desa tersebut berkunjung saat hari biasa ( bukan liburan ) bisa dijadikan pilihan . karena kalau saat musim liburan wisatawan akan membludak , jadi saat mengambil foto akan terlihat banyak sekali pengunjungnya .",1,Positif,auto,0.9983311295509338,penglipuran,Pemandangan & Alam|Kebersihan|Kuliner|Suasana
penglipuran merupakan destinasi wisata desa terindah yang wajib dikunjungi jika berlibur di bali. disini wisatawan dapat beli atau sewa pakaian ada bali yg dapat digunakan untuk mengabadikan foto dan video sebagai kenang kenagan.,penglipuran merupakan destinasi wisata desa terindah yang wajib dikunjungi jika berlibur di bali . di sini wisatawan dapat beli atau sewa pakaian ada bali yang dapat digunakan untuk mengabadikan foto dan video sebagai kenang kenagan .,1,Positif,auto,0.9912967681884766,penglipuran,Lainnya
bagus bersih asri . . .,bagus bersih asri .,1,Positif,auto,0.9973625540733337,penglipuran,Kebersihan|Suasana
asli bersih dan makanannya pun enak. . burumi mujairnya enak bet. . .,asli bersih dan makanannya pun enak . burumi mujairnya enak bet .,1,Positif,auto,0.9983683228492737,penglipuran,Kebersihan|Kuliner
bersih rapi semoga terpelihara dengan baik,bersih rapi semoga terpelihara dengan baik,1,Positif,auto,0.9864532351493835,penglipuran,Kebersihan
desa terbersih apalagi yang perlu dikatakan sangat estetik ada area jalan (hash / track) di hutan bambu,desa terbersih apalagi yang perlu dikatakan sangat estetik ada area jalan ( hash / track ) di hutan bambu,1,Positif,auto,0.9714374542236328,penglipuran,Pemandangan & Alam|Kebersihan|Akses & Lokasi
sangat bersih dan cantik sekali,sangat bersih dan cantik sekali,1,Positif,auto,0.9969696402549744,penglipuran,Kebersihan
desa yg cukup bersih dan tertata dengan seni dan khas bali,desa yang cukup bersih dan tertata dengan seni dan khas bali,1,Positif,auto,0.9954670667648315,penglipuran,Kebersihan
"kl sudah sering kesini, ya biasa aja sih. yg bikin kangen malah duren nya","kl sudah sering kesini , ya biasa aja sih . yang bikin kangen malah duren nya",0,Negatif,auto,0.9595625400543213,penglipuran,Lainnya
kece sangat. suasana sekitarnya bisa buat healing bagi yang suka ketenangan,kece sangat . suasana sekitarnya bisa buat healing bagi yang suka ketenangan,1,Positif,auto,0.997721254825592,penglipuran,Suasana
desa terbersih di bali. saya suka sekali. . sejuk dan terasa damai disini,desa terbersih di bali . saya suka sekali . sejuk dan terasa damai di sini,1,Positif,auto,0.9980329871177673,penglipuran,Kebersihan|Suasana
"sangat mengagum, pecalang ramah, c","sangat mengagum , pecalang ramah , c",1,Positif,auto,0.995157778263092,penglipuran,Pelayanan
desanya bersih. . . kental adat dan budaya bali. . .,desanya bersih . kental adat dan budaya bali .,1,Positif,auto,0.994669497013092,penglipuran,Kebersihan|Budaya & Tradisi
"suasananya asri banget pas kebetulan hujan jadi sempetin makan di rumah no 6, dekat sekali pura utama paling atas, untuk pakaian adat bisa sewa per stel rata rata 50 ribuan, kami sewa di rumah no 40. banyak ukuran dan motifnya. kalau mau beli cindera mata pastikan tawar dari setengahnya, kalau beruntung bisa dikasih sama pedagangnya, tapi pasti masih bisa ditawar . overall sangat recommended untuk dikunjungi. mending beli tiket di lokasi karena jauh lebih murah, hanya 25rb per orang, kebetulan karena liburan natal jadi parkir kendaraan agak jauh tapi masih di sekitar desa aja.","suasananya asri banget pas kebetulan hujan jadi sempetin makan di rumah no 6 , dekat sekali pura utama paling atas , untuk pakaian adat bisa sewa per stel rata rata 50 ribuan , kami sewa di rumah no 40 . banyak ukuran dan motifnya . kalau mau beli cindera mata pastikan tawar dari setengahnya , kalau beruntung bisa dikasih sama pedagangnya , tapi pasti masih bisa ditawar . keseluruhan sangat disarankan untuk dikunjungi . mending beli tiket di lokasi karena jauh lebih murah , hanya 25rb per orang , kebetulan karena liburan natal jadi parkir kendaraan agak jauh tapi masih di sekitar desa aja .",1,Positif,auto,0.9829537868499756,penglipuran,Fasilitas|Harga & Tiket|Kuliner|Suasana|Akses & Lokasi|Budaya & Tradisi
bersih rapi banyak view adem asri lingkungannya cuma pas hploday jd banyak yg datang agak ramai dn air kamar mandinya jd rada seret,bersih rapi banyak pemandangan adem asri lingkungannya cuma pas hploday jadi banyak yang datang agak ramai dan air kamar mandinya jadi rada seret,1,Positif,auto,0.990592896938324,penglipuran,Pemandangan & Alam|Kebersihan|Suasana
"desa traditional yang masih sangat asri, bersih, tertata rapi dan terjaga keaslian budayanya.","desa traditional yang masih sangat asri , bersih , tertata rapi dan terjaga keaslian budayanya .",1,Positif,auto,0.9977344274520874,penglipuran,Kebersihan|Suasana|Budaya & Tradisi
cakep bgt bgt apalagi kalo sewa baju,cakep banget banget apalagi kalo sewa baju,1,Positif,auto,0.9976018071174622,penglipuran,Lainnya
"tempatnya beneran bersih, perjalanan dari legian, kalo pake motor kemarin kurang lebih 1 jam 20 menitan. kemarin sewa kebayanya kena 50ribu per orang, ada bbrp rumah yang memang menyewakan pakaian","tempatnya beneran bersih , perjalanan dari legian , kalo pake motor kemarin kurang lebih 1 jam 20 menitan . kemarin sewa kebayanya kena 50ribu per orang , ada beberapa rumah yang memang menyewakan pakaian",1,Positif,auto,0.9919934272766113,penglipuran,Kebersihan|Akses & Lokasi
